orgCode,school,stuPerCPU,classOnInternet
280050,Springfield - Hiram L Dorman,3.6,100
,,,
280085,Springfield - Homer Street,4,100
,,,
280100,Springfield - Indian Orchard Elem,2.5,100
,,,
280328,Springfield - John F Kennedy Middle,2.7,100
,,,
280320,Springfield - John J Duggan Middle,1,100
,,,
280110,Springfield - Kensington Avenue,2.6,100
,,,
280115,Springfield - Liberty,1.8,100
,,,
280120,Springfield - Lincoln,2.4,100
,,,
280330,Springfield - M Marcus Kiley Middle,2.5,100
,,,
280060,Springfield - Margaret C Ells,4.2,100
,,,
280140,Springfield - Mary M Lynch,2.7,100
,,,
280155,Springfield - Mary M Walsh,2.1,100
,,,
280145,Springfield - Mary O Pottenger,3.6,100
,,,
280023,Springfield - Milton Bradley School,2.1,100
,,,
280620,Springfield - Putnam Voc Tech High Sch,3.2,100
,,,
280055,Springfield - Rebecca M Johnson,3.5,100
,,,
280350,Springfield - STEM Middle Academy,1.2,100
,,,
280020,Springfield - Samuel Bowles,2.2,100
,,,
280506,Springfield - Springfield Academy for Excellence,1.1,100
,,,
280500,Springfield - Springfield Central High,3.8,100
,,,
280160,Springfield - Sumner Avenue,3.7,100
,,,
280205,Springfield - The Springfield Renaissance School,1.5,100
,,,
280015,Springfield - Thomas M Balliet,4.4,100
,,,
280340,Springfield - Van Sickle Middle School,2.1,100
,,,
280180,Springfield - Warner,3.4,100
,,,
280185,Springfield - Washington,2.8,100
,,,
280190,Springfield - White Street,2.6,100
,,,
280045,Springfield - William N. DeBerry,1.8,100
,,,
280003,Stoneham - Central,2.7,100
,,,
280005,Stoneham - Colonial Park,2.4,100
,,,
280025,Stoneham - Robin Hood,2.4,100
,,,
280030,Stoneham - South,2.7,100
,,,
280505,Stoneham - Stoneham High,3.1,100
,,,
280405,Stoneham - Stoneham Middle School,4.7,100
,,,
280012,Stoughton - Edwin A Jones ECC,3.1,100
,,,
280010,Stoughton - Helen Hansen Elementary,2.6,100
,,,
280025,Stoughton - Joseph H Gibbons,2.6,100
,,,
280014,Stoughton - Joseph R Dawe Jr Elem,2.4,100
,,,
280405,Stoughton - O'Donnell Middle School,3.4,100
,,,
280015,Stoughton - South Elementary,2.2,100
,,,
280505,Stoughton - Stoughton High,1.7,100
,,,
280020,Stoughton - West Elementary,3,100
,,,
280005,Sturbridge - Burgess Elementary,2.9,100
,,,
480505,Sturgis Charter Public (District) - Sturgis Charter Public School,-,-
,,,
280305,Sudbury - Ephraim Curtis Middle,3,100
,,,
280025,Sudbury - General John Nixon Elem,3.3,100
,,,
280015,Sudbury - Israel Loring School,2.9,100
,,,
280010,Sudbury - Josiah Haynes,2.5,100
,,,
280030,Sudbury - Peter Noyes,4.6,100
,,,
280005,Sunderland - Sunderland Elementary,2.1,100
,,,
290003,Sutton - Sutton Early Learning,3.9,100
,,,
290005,Sutton - Sutton Elementary,2.3,100
,,,
290510,Sutton - Sutton High School,1.9,100
,,,
290305,Sutton - Sutton Middle School,1.7,100
,,,
290005,Swampscott - Clarke,3.7,100
,,,
290010,Swampscott - Hadley,3.3,100
,,,
290020,Swampscott - Stanley,3.8,100
,,,
290505,Swampscott - Swampscott High,1.9,100
,,,
290305,Swampscott - Swampscott Middle,4.3,100
,,,
290006,Swansea - Elizabeth S Brown,3,100
,,,
290015,Swansea - Gardner,6.3,100
,,,
290505,Swansea - Joseph Case High,2.2,100
,,,
290305,Swansea - Joseph Case Jr High,2.9,100
,,,
290020,Swansea - Joseph G Luther,3.1,100
,,,
290017,Swansea - Mark G Hoyle Elem,5.8,100
,,,
770405,Tantasqua - Tantasqua Reg Jr High,2.7,100
,,,
770505,Tantasqua - Tantasqua Reg Sr High,1.9,100
,,,
770605,Tantasqua - Tantasqua Reg Voc,2.8,100
,,,
290315,Taunton - Benjamin Friedman Middle,6.2,100
,,,
290005,Taunton - Caleb Barnum,6.7,100
,,,
290010,Taunton - East Taunton Elem,4.5,100
,,,
290007,Taunton - Edmund Hatch Bennett,3.4,100
,,,
290056,Taunton - Edward F Leddy,1.5,100
,,,
290027,Taunton - Elizabeth Pole,4.4,100
,,,
290057,Taunton - H H Galligan,2.2,100
,,,
290035,Taunton - Hopewell,3.5,100
,,,
290305,Taunton - John F Parker Middle,2.5,97.4
,,,
290008,Taunton - Joseph C Chamberlain,2,100
,,,
290042,Taunton - Joseph H Martin,3.5,100
,,,
290015,Taunton - Mulcahey Elementary School,2.9,100
,,,
290505,Taunton - Taunton High,3.5,100
,,,
290002,Tewksbury - Center School,3.1,100
,,,
290010,Tewksbury - Heath-Brook,5.1,100
,,,
290023,Tewksbury - John F. Ryan,2.5,100
,,,
290305,Tewksbury - John W. Wynn Middle,2.6,100
,,,
290001,Tewksbury - L F Dewing,5.7,100
,,,
290025,Tewksbury - Louise Davy Trahan,2.9,100
,,,
290020,Tewksbury - North Street,2.3,100
,,,
290505,Tewksbury - Tewksbury Memorial High,2.2,100
,,,
290005,Tisbury - Tisbury Elementary,2.2,100
,,,
290005,Topsfield - Proctor Elementary,4.3,100
,,,
290010,Topsfield - Steward Elementary,4.6,100
,,,
870605,Tri County Regional Vocational Technical - Tri County Reg Voc Tech,2,100
,,,
770020,Triton - Newbury Elementary,4.5,100
,,,
770025,Triton - Pine Grove,3.1,100
,,,
770015,Triton - Salisbury Elementary,4.1,100
,,,
770505,Triton - Triton Regional High School,2.9,100
,,,
770405,Triton - Triton Regional Middle School,3.3,100
,,,
300005,Truro - Truro Central,1.5,100
,,,
300020,Tyngsborough - Tyngsborough Elementary,-,-
,,,
300505,Tyngsborough - Tyngsborough High School,-,-
,,,
300305,Tyngsborough - Tyngsborough Middle,-,-
,,,
770010,Up-Island Regional - Chilmark Elementary,2,100
,,,
770020,Up-Island Regional - West Tisbury Elem,2,100
,,,
870605,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Voc Tech,-,-
,,,
300005,Uxbridge - Earl D Taft,-,-
,,,
300505,Uxbridge - Uxbridge High,-,-
,,,
300015,Uxbridge - Whitin Middle,-,-
,,,
770310,Wachusett - Central Tree Middle,2.9,100
,,,
770315,Wachusett - Chocksett Middle School,7.5,100
,,,
770018,Wachusett - Davis Hill Elementary,14.6,100
,,,
770020,Wachusett - Dawson,21,100
,,,
770060,Wachusett - Glenwood Elementary School,4.7,100
,,,
770027,Wachusett - Houghton Elementary,5.8,100
,,,
770032,Wachusett - Leroy E.Mayo,10.6,100
,,,
770305,Wachusett - Mountview Middle,5,100
,,,
770005,Wachusett - Naquag Elementary School,3.8,100
,,,
770040,Wachusett - Paxton Center,5.6,100
,,,
770045,Wachusett - Thomas Prince,3.5,100
,,,
770505,Wachusett - Wachusett Regional High,2.8,100
,,,
300005,Wakefield - Dolbeare,14.8,100
,,,
300310,Wakefield - Galvin Middle School,6.6,100
,,,
300020,Wakefield - Greenwood,8.6,100
,,,
300505,Wakefield - Wakefield Memorial High,3.2,100
,,,
300040,Wakefield - Walton,6.8,100
,,,
300015,Wakefield - Woodville School,4.2,100
,,,
300005,Wales - Wales Elementary,2.7,100
,,,
300305,Walpole - Bird Middle,2.4,100
,,,
300010,Walpole - Boyden,4,100
,,,
300002,Walpole - Daniel Feeney Preschool Center,14.2,100
,,,
300310,Walpole - Eleanor N Johnson Middle,2.5,100
,,,
300005,Walpole - Elm Street School,2.5,100
,,,
300015,Walpole - Fisher,3.1,100
,,,
300018,Walpole - Old Post Road,3.8,100
,,,
300505,Walpole - Walpole High,2.3,100
,,,
300032,Waltham - Douglas MacArthur Elementary School,3.4,100
,,,
300065,Waltham - Henry Whittemore Elementary School,3.4,-
,,,
300060,Waltham - James Fitzgerald Elementary School,4.3,100
,,,
300404,Waltham - John F Kennedy Middle,2.9,100
,,,
300415,Waltham - John W. McDevitt Middle School,3.4,100
,,,
300040,Waltham - Northeast Elementary School,4.4,100
,,,
300050,Waltham - Thomas R Plympton Elementary School,3.8,100
,,,
300505,Waltham - Waltham Sr High,3.2,100
,,,
300005,Waltham - William F. Stanley Elementary School,6,100
,,,
300020,Ware - Stanley M Koziol Elem Sch,4,100
,,,
300505,Ware - Ware Junior/Senior High School,2.3,100
,,,
300305,Ware - Ware Middle School,3,100
,,,
310025,Wareham - East Wareham School,9.3,100
,,,
310020,Wareham - Ethel E Hammond,7.5,100
,,,
310003,Wareham - John William Decas,6.7,100
,,,
310017,Wareham - Minot Forest,5,100
,,,
310315,Wareham - Wareham Cooperative Junior/Senior High School,3.2,100
,,,
310305,Wareham - Wareham Middle,1.9,100
,,,
310505,Wareham - Wareham Senior High,2.8,100
,,,
310310,Wareham - West Wareham Academy,1,100
,,,
310015,Watertown - Cunniff,1.4,100
,,,
310020,Watertown - Hosmer,2.1,100
,,,
310025,Watertown - James Russell Lowell,1.5,100
,,,
310505,Watertown - Watertown High,1.7,100
,,,
310305,Watertown - Watertown Middle,2,100
,,,
310005,Wayland - Claypit Hill School,2.4,100
,,,
310015,Wayland - Happy Hollow School,2.4,100
,,,
310020,Wayland - Loker School,3.2,100
,,,
310505,Wayland - Wayland High School,2,100
,,,
310305,Wayland - Wayland Middle School,2.2,100
,,,
310505,Webster - Bartlett Jr Sr High Sch,2.8,100
,,,
310015,Webster - Park Avenue Elementary,6,-
,,,
310305,Webster - Webster Middle School,2.1,100
,,,
310050,Wellesley - Ernest F Upham,2,100
,,,
310025,Wellesley - Hunnewell,2.9,100
,,,
310020,Wellesley - John D Hardy,2.7,100
,,,
310015,Wellesley - Joseph E Fiske,3.5,100
,,,
310005,Wellesley - Katharine Lee Bates,3.4,100
,,,
310045,Wellesley - Schofield,3.2,100
,,,
310048,Wellesley - Sprague Elementary School,2.9,100
,,,
310305,Wellesley - Wellesley Middle,1.9,100
,,,
310505,Wellesley - Wellesley Sr High,2.2,100
,,,
310005,Wellfleet - Wellfleet Elementary,2.6,100
,,,
320005,West Boylston - Major Edwards Elementary,-,-
,,,
320505,West Boylston - West Boylston Jr-Sr High,-,-
,,,
320305,West Bridgewater - Howard School,3.5,100
,,,
320003,West Bridgewater - Rose L Macdonald,2.2,100
,,,
320005,West Bridgewater - Spring Street School,4.1,100
,,,
320505,West Bridgewater - West Bridgewater Jr-Sr,2.5,100
,,,
330005,West Springfield - John Ashley,5.4,100
,,,
330010,West Springfield - John R Fausey,5.2,100
,,,
330025,West Springfield - Memorial,3.4,100
,,,
330030,West Springfield - Mittineague,3.6,100
,,,
330007,West Springfield - Philip G Coburn,4.8,100
,,,
330040,West Springfield - Tatham,5,100
,,,
330505,West Springfield - West Springfield High,4.5,100
,,,
330305,West Springfield - West Springfield Middle,4.3,100
,,,
320010,Westborough - Annie E Fales,4.7,100
,,,
320025,Westborough - Elsie A Hastings Elem,5.9,100
,,,
320005,Westborough - J Harding Armstrong,6.5,100
,,,
320045,Westborough - Mill Pond School,2.9,100
,,,
320305,Westborough - Sarah W Gibbons Middle,2.2,100
,,,
320505,Westborough - Westborough High,1.9,100
,,,
320020,Westfield - Abner Gibbs,10.3,100
,,,
320003,Westfield - Fort Meadow ECC,22.3,100
,,,
320015,Westfield - Franklin Ave,8.3,100
,,,
320025,Westfield - Highland,17.6,100
,,,
320055,Westfield - Juniper Park,195,100
,,,
320033,Westfield - Munger Hill,7.2,100
,,,
320305,Westfield - North Middle School,2.7,100
,,,
320036,Westfield - Paper Mill,6.7,100
,,,
320310,Westfield - South Middle School,1.9,100
,,,
320040,Westfield - Southampton Road,21.6,100
,,,
320505,Westfield - Westfield High,2.8,100
,,,
320605,Westfield - Westfield Voc Tech High,2.1,100
,,,
320004,Westford - Abbot Elem,4.7,100
,,,
320310,Westford - Blanchard Middle,2,100
,,,
320025,Westford - Col John Robinson,5.3,100
,,,
320007,Westford - Day Elementary,4.6,100
,,,
320045,Westford - John A. Crisafulli Elementary School,4.6,100
,,,
320013,Westford - Millennium Elementary,16.2,100
,,,
320015,Westford - Nabnasset,5.7,100
,,,
320055,Westford - Rita E. Miller Elementary School,5,100
,,,
320330,Westford - Stony Brook School,2.3,100
,,,
320505,Westford - Westford Academy,3.4,100
,,,
320005,Westhampton - Westhampton Elem School,2.3,100
,,,
330010,Weston - Country,1.9,100
,,,
330012,Weston - Field Elem School,1.7,100
,,,
330505,Weston - Weston High,1.7,100
,,,
330305,Weston - Weston Middle,1.7,100
,,,
330015,Weston - Woodland,2.1,100
,,,
330015,Westport - Alice A Macomber,13.8,100
,,,
330030,Westport - Westport Elementary,7.9,100
,,,
330505,Westport - Westport High,2.4,100
,,,
330305,Westport - Westport Middle,5.7,100
,,,
330010,Westwood - Deerfield School,-,-
,,,
330012,Westwood - Downey,-,-
,,,
330305,Westwood - E W Thurston Middle,-,-
,,,
330017,Westwood - Martha Jones,-,-
,,,
330015,Westwood - Paul Hanlon,-,-
,,,
330505,Westwood - Westwood High,-,-
,,,
330050,Westwood - Westwood Integrated Preschool,-,-
,,,
330025,Westwood - William E Sheehan,-,-
,,,
330310,Weymouth - Abigail Adams Middle School,4.8,100
,,,
330005,Weymouth - Academy Avenue,3.5,100
,,,
330050,Weymouth - Frederick C Murphy,5.1,100
,,,
330003,Weymouth - Johnson ECC,10.6,100
,,,
330065,Weymouth - Lawrence W Pingree,3.2,100
,,,
330020,Weymouth - Maria Weston Chapman Middle School,4.6,100
,,,
330085,Weymouth - Ralph Talbot,2.8,100
,,,
330060,Weymouth - Thomas V Nash,4.5,100
,,,
330105,Weymouth - Thomas W. Hamilton Primary School,4.7,100
,,,
330110,Weymouth - Wessagusset,4.7,100
,,,
330505,Weymouth - Weymouth High School,2.6,100
,,,
330080,Weymouth - William Seach,4,100
,,,
330005,Whately - Whately Elementary,2.4,100
,,,
780315,Whitman-Hanson - Hanson Middle School,2.9,100
,,,
780035,Whitman-Hanson - Indian Head,4.2,100
,,,
780030,Whitman-Hanson - John H Duval,5.1,75
,,,
780010,Whitman-Hanson - Louise A Conley,5.3,100
,,,
780025,Whitman-Hanson - Maquan Elementary,5.2,100
,,,
780505,Whitman-Hanson - Whitman Hanson Regional,2.6,100
,,,
780310,Whitman-Hanson - Whitman Middle,2.4,100
,,,
880605,Whittier Regional Vocational Technical - Whittier Reg Voc,1.8,100
,,,
340005,Williamsburg - Anne T Dunphy,2,100
,,,
340015,Williamsburg - Helen James,3.9,100
,,,
340010,Williamstown - Williamstown Elementary,2.5,100
,,,
340005,Wilmington - Boutwell,5.4,100
,,,
340060,Wilmington - North Intermediate,5.2,100
,,,
340025,Wilmington - Shawsheen Elem,5.9,100
,,,
340080,Wilmington - West Intermediate,4.6,100
,,,
340015,Wilmington - Wildwood,4.6,100
,,,
340505,Wilmington - Wilmington High,2.5,100
,,,
340330,Wilmington - Wilmington Middle School,2.2,100
,,,
340020,Wilmington - Woburn Street,7.9,100
,,,
340040,Winchendon - Memorial,4,100
,,,
340505,Winchendon - Murdock Middle/High,3.6,100
,,,
340050,Winchendon - Toy Town Elem,3,100
,,,
340010,Winchendon - Winchendon PreSchool Program,25.7,100
,,,
340045,Winchester - Ambrose Elementary,4.1,100
,,,
340005,Winchester - Lincoln Elementary,3.5,100
,,,
340020,Winchester - Lynch Elementary,4.7,100
,,,
340305,Winchester - McCall Middle,3.3,100
,,,
340040,Winchester - Muraco Elementary,4.5,100
,,,
340025,Winchester - Vinson-Owen Elementary,3.8,100
,,,
340505,Winchester - Winchester High School,2.4,100
,,,
340020,Winthrop - Arthur T. Cummings Elementary School,-,-
,,,
340015,Winthrop - William P. Gorman/Fort Banks Elementary,-,-
,,,
340305,Winthrop - Winthrop Middle School,-,-
,,,
340505,Winthrop - Winthrop Sr High,-,-
,,,
340005,Woburn - Clapp - Goodyear Elementary School,8.4,100
,,,
340040,Woburn - Clyde Reeves,3.3,100
,,,
340410,Woburn - Daniel L Joyce Middle School,3,100
,,,
340020,Woburn - Daniel P Hurld,3.2,100
,,,
340405,Woburn - John F Kennedy Middle School,2.7,100
,,,
340025,Woburn - Linscott-Rumford,8.9,100
,,,
340055,Woburn - Malcolm White,1.6,100
,,,
340065,Woburn - Mary D Altavesta,8.2,100
,,,
340043,Woburn - Shamrock,2,100
,,,
340505,Woburn - Woburn High,1.8,100
,,,
340060,Woburn - Wyman,7.6,100
,,,
340020,Worcester - Belmont Street Community,3.4,100
,,,
340405,Worcester - Burncoat Middle School,3.5,100
,,,
340503,Worcester - Burncoat Senior High,5.6,100
,,,
340035,Worcester - Burncoat Street,2.3,100
,,,
340045,Worcester - Canterbury,3.8,100
,,,
340050,Worcester - Chandler Elem Community,3,100
,,,
340052,Worcester - Chandler Magnet,3,100
,,,
340053,Worcester - City View,3.6,100
,,,
340350,Worcester - Claremont Academy,2.4,100
,,,
340055,Worcester - Clark St Community,5.6,100
,,,
340060,Worcester - Columbus Park,3.4,100
,,,
340512,Worcester - Doherty Memorial High,4.9,100
,,,
340095,Worcester - Elm Park Community,3.9,100
,,,
340090,Worcester - Flagg Street,5.5,100
,,,
340415,Worcester - Forest Grove Middle,3.2,100
,,,
340177,Worcester - Francis J McGrath Elem,4.2,100
,,,
340110,Worcester - Gates Lane,3.8,100
,,,
340100,Worcester - Goddard Sch/Science Tech,3.2,100
,,,
340115,Worcester - Grafton Street,3.8,100
,,,
340002,Worcester - Head Start,3.5,100
,,,
340136,Worcester - Heard Street,2.9,100
,,,
340140,Worcester - Jacob Hiatt Magnet,3.5,100
,,,
340145,Worcester - Lake View,3.5,100
,,,
340160,Worcester - Lincoln Street,2.7,100
,,,
340175,Worcester - May Street,2.9,100
,,,
340185,Worcester - Midland Street,3.2,100
,,,
340200,Worcester - Nelson Place,5.3,100
,,,
340202,Worcester - Norrback Avenue,2.2,100
,,,
340515,Worcester - North High,2.6,100
,,,
340210,Worcester - Quinsigamond,3,100
,,,
340215,Worcester - Rice Square,4.3,100
,,,
340220,Worcester - Roosevelt,3.1,100
,,,
340520,Worcester - South High Community,5.4,100
,,,
340423,Worcester - Sullivan Middle,4.6,100
,,,
340230,Worcester - Tatnuck,4,100
,,,
340235,Worcester - Thorndyke Road,4,100
,,,
340240,Worcester - Union Hill School,2.1,100
,,,
340285,Worcester - University Pk Campus Sch,4.4,100
,,,
340280,Worcester - Vernon Hill School,4.7,100
,,,
340026,Worcester - Wawecus Road School,2.3,100
,,,
340260,Worcester - West Tatnuck,3.5,100
,,,
340030,Worcester - Woodland Academy,3.2,100
,,,
340225,Worcester - Worcester Arts Magnet Sch,3.2,100
,,,
340420,Worcester - Worcester East Middle,4.7,100
,,,
340605,Worcester - Worcester Technical High,2,100
,,,
350010,Wrentham - Charles E Roderick,1.8,100
,,,
350003,Wrentham - Delaney,2.2,100
,,,
0,State Total - State Total,3,100
